East,North,Level,Au_ppm,Al_per,As_ppm,Ba_ppm,Be_ppm,Bi_ppm,Ca_per,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Fe_per,Ga_ppm,Ge_ppm,Hf_ppm,K_per,La_ppm,Mg_per,Mn_ppm,Mo_ppm,Na_per,Nb_ppm,Ni_ppm,P_ppm,Rb_ppm,S_per,Sb_ppm,Sc_ppm,Se_ppm,Sn_ppm,Sr_ppm,Ta_ppm,Te_ppm,Th_ppm,Ti_per,Tl_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Zr_ppm,target_Au,Se_detectado,Te_detectado
5559.0,6674.0,1185.0,0.0025,6.85,1.59,665.15,1.4,0.12,2.28,0.08,35.86,3.41,2.79,10.11,1.95,18.25,0.025,2.05,2.21,15.93,0.34,738.62,0.28,2.11,8.77,1.37,400.81,95.45,0.01,1.3,3.99,0.5,1.57,162.36,0.53,0.025,7.14,0.2,0.73,1.77,17.64,0.74,12.44,63.23,0,0,0
5497.0,6745.0,1130.0,0.0025,7.97,3.19,450.06,1.06,0.23,2.25,0.17,35.04,12.91,23.04,5.61,3.57,19.04,0.07,1.17,1.53,15.63,1.32,746.95,0.31,2.81,6.74,8.39,852.25,96.49,0.01,3.02,14.41,0.5,1.54,407.52,0.51,0.075,5.18,0.38,0.72,1.31,110.39,0.96,15.02,32.13,0,0,1
5475.0,6712.0,1135.0,0.012,3.21,27.61,194.05,0.44,0.09,0.09,0.1,15.32,3.62,12.98,5.47,1.09,8.07,0.025,0.65,1.22,7.35,0.15,102.04,1.94,0.04,1.93,2.24,200.87,85.52,0.01,5.7,4.46,0.5,0.82,12.06,0.14,0.059,2.98,0.12,0.51,0.64,38.93,1.51,4.23,19.73,0,0,1
5472.0,6782.0,1112.0,0.0025,7.52,1.1,353.84,1.04,0.05,2.72,0.05,35.2,15.34,27.96,7.89,4.32,21.38,0.08,0.79,1.3,15.18,2.07,806.25,0.16,2.52,7.23,11.62,695.38,86.99,0.23,1.31,15.11,0.5,1.49,367.05,0.42,0.025,3.18,0.4,1.03,0.76,127.46,0.85,13.57,24.32,0,0,0
5480.0,6817.0,1095.0,0.021,1.76,14.27,82.32,0.16,0.06,0.06,0.07,11.48,2.8,15.57,3.4,0.98,3.81,0.025,0.3,0.59,5.94,0.13,178.8,5.45,0.06,1.08,3.48,156.73,46.96,0.02,7.08,3.14,0.5,0.28,7.65,0.06,0.064,0.82,0.07,0.35,0.19,24.46,0.57,1.86,10.7,0,0,1
5474.0,6817.0,1095.0,0.072,6.27,148.15,419.16,0.68,0.25,0.2,0.23,13.46,3.38,19.36,9.79,3.12,16.83,0.025,1.32,2.49,7.89,0.43,196.23,39.34,0.1,3.24,3.76,498.97,157.05,0.05,5.11,12.05,1.0,1.74,19.5,0.2,0.138,3.01,0.21,0.84,0.68,112.22,2.8,7.11,43.79,0,1,1
5475.0,6812.0,1097.0,0.0025,8.97,1.02,327.06,0.96,0.2,3.53,0.52,35.53,16.36,32.54,5.98,4.55,21.15,0.09,0.85,2.42,15.82,1.55,1293.84,0.2,1.44,7.34,10.74,679.46,119.95,0.75,1.38,17.1,0.5,1.44,142.33,0.39,0.099,3.37,0.44,1.23,0.8,115.24,2.47,16.35,26.47,0,0,1
5424.0,6768.0,1098.0,0.853,3.34,92.46,217.07,0.26,0.19,0.14,0.06,9.93,1.64,20.46,4.44,2.91,8.47,0.025,0.43,2.08,5.46,0.22,89.31,16.84,0.1,1.81,1.92,273.5,109.37,0.56,2.63,5.94,1.0,0.71,25.87,0.11,1.258,1.6,0.13,0.68,0.28,59.75,1.13,2.56,15.81,1,1,1
5476.0,6746.0,1126.0,0.0025,6.88,1.31,739.77,1.43,0.11,1.52,0.08,45.43,3.01,7.62,13.11,1.64,17.36,0.025,1.78,3.43,20.64,0.79,394.01,0.16,0.56,6.27,3.11,216.04,184.76,0.01,1.44,3.4,0.5,2.24,108.35,0.53,0.025,10.87,0.09,1.33,3.48,25.76,0.41,11.68,47.06,0,0,0
5405.0,6830.0,1063.0,0.04,8.73,14.59,737.27,0.96,0.1,1.39,0.08,42.24,9.76,35.85,7.06,3.44,19.73,0.11,1.12,3.56,18.58,1.02,401.36,2.53,0.2,4.97,8.82,833.94,218.04,0.72,1.66,18.42,0.5,1.15,47.41,0.38,0.072,4.29,0.41,1.51,0.81,167.13,4.59,12.56,44.28,0,0,1
5399.0,6853.0,1052.0,0.059,6.86,72.98,539.94,0.57,0.05,0.04,0.05,26.44,0.67,28.87,5.35,2.65,18.19,0.05,1.58,3.22,12.81,0.3,85.75,6.41,0.08,3.6,0.92,519.08,170.96,0.12,3.2,12.91,0.5,1.11,17.25,0.33,0.079,4.21,0.26,1.33,1.18,121.41,5.1,6.87,68.34,0,0,1
5398.0,6853.0,1052.0,0.073,1.52,24.09,57.03,0.37,1.6,0.09,0.11,4.95,1.45,10.44,1.33,12.31,9.58,0.09,0.28,0.53,2.75,0.09,82.54,4.58,0.02,1.85,1.0,833.92,37.56,0.15,1.48,4.61,2.8,4.47,3.81,0.14,4.989,1.31,0.14,0.21,0.56,53.6,6.47,3.31,11.51,0,1,1
5353.0,6890.0,1127.0,0.0025,8.65,1.71,493.35,1.01,0.05,4.3,0.07,40.65,19.73,34.58,5.6,4.71,20.56,0.1,1.86,1.31,18.37,2.08,856.73,0.86,2.27,5.72,9.92,911.35,50.67,0.01,1.91,17.28,0.5,1.58,456.51,0.48,0.025,4.29,0.48,0.47,1.3,143.77,0.69,17.52,79.53,0,0,0
5377.0,6983.0,973.0,0.0025,8.01,12.97,553.68,1.65,0.19,1.96,0.65,52.88,12.71,38.02,6.64,3.92,17.16,0.16,0.91,2.32,27.34,1.23,837.75,1.03,1.47,9.22,15.65,651.54,116.85,0.07,1.35,13.1,0.5,2.28,239.4,0.68,0.066,9.87,0.43,0.84,2.06,90.34,1.94,17.32,25.91,0,0,1
5377.0,6984.0,973.0,0.0025,9.32,4.13,524.76,1.24,0.05,4.85,0.13,41.0,18.51,38.2,2.83,5.51,19.43,0.15,2.79,1.38,16.17,1.66,936.32,0.71,2.41,6.51,13.96,990.68,37.3,0.02,2.29,17.79,0.5,1.33,452.79,0.41,0.025,4.56,0.56,0.38,2.13,154.81,1.35,18.75,109.91,0,0,0
5256.0,7041.0,925.0,0.0025,9.07,2.1,511.64,0.99,0.005,4.3,0.13,36.12,16.81,30.28,3.43,5.3,20.46,0.2,2.74,0.98,15.22,1.75,1058.02,1.11,2.1,6.47,10.88,965.29,23.41,0.01,1.54,19.26,0.5,1.12,482.38,0.39,0.025,3.27,0.53,0.24,1.16,164.44,0.58,17.61,102.4,0,0,0
5068.0,6993.0,858.0,0.0025,8.43,8.17,434.2,0.91,0.05,3.27,0.11,33.96,19.04,44.36,2.68,4.8,20.82,0.15,1.55,1.16,13.73,2.45,662.34,0.23,3.36,5.78,15.28,954.43,41.75,0.01,6.55,16.97,1.0,1.32,530.19,0.37,0.025,2.27,0.54,0.46,0.82,170.06,0.74,14.12,51.46,0,1,0
6494.224,7362.694,1055.0,0.01,1.65,5.09,65.54,0.27,0.05,0.05,0.33,3.06,2.81,13.78,2.23,1.02,2.89,0.08,0.28,0.52,1.23,0.19,313.64,0.78,0.03,0.58,1.82,112.56,34.07,0.01,21.04,2.33,0.5,0.33,8.42,0.025,0.202,0.5,0.06,0.35,0.2,20.97,0.42,1.69,14.41,0,0,1
6494.619,7376.817,1048.0,0.008,1.75,2.71,93.82,0.32,0.005,0.04,0.18,2.49,2.52,17.8,2.44,0.82,3.27,0.05,0.3,0.56,1.21,0.12,255.73,3.15,0.03,0.74,1.62,138.33,48.11,0.01,28.99,2.78,0.5,0.31,8.99,0.05,0.025,0.55,0.07,0.4,0.2,30.61,0.73,1.52,11.13,0,0,0
6566.274,7175.239,1134.0,0.63,1.41,3.4,78.16,0.58,0.05,4.69,0.88,4.75,1.97,15.45,1.85,0.74,2.68,0.025,0.39,0.42,2.51,0.18,743.74,0.7,0.02,0.74,1.67,178.36,38.64,0.01,20.01,2.2,0.5,0.38,46.67,0.05,0.025,0.56,0.06,0.32,0.1,25.28,0.43,2.22,14.82,1,0,0
6516.94,7262.883,1102.0,0.828,1.4,3.79,58.83,0.41,0.05,0.04,0.15,2.82,2.22,15.95,2.09,0.72,2.26,0.05,0.33,0.54,1.13,0.1,243.95,1.22,0.02,0.59,1.81,98.3,33.48,0.01,28.22,1.83,0.5,0.21,9.67,0.025,0.135,0.45,0.05,0.34,0.1,13.65,0.7,0.72,5.3,1,0,1
6498.297,7316.089,1082.0,0.561,1.46,6.51,84.53,0.32,0.05,0.04,0.31,3.88,2.28,15.49,2.45,0.74,3.05,0.025,0.18,0.51,1.71,0.11,258.22,1.58,0.02,0.51,1.68,86.82,32.59,0.01,28.36,1.54,0.5,0.31,8.37,0.025,0.376,0.45,0.05,0.35,0.11,22.27,0.53,0.94,6.78,1,0,1
6489.419,7447.858,1009.0,0.045,2.59,7.4,163.88,0.35,0.05,0.05,0.87,5.93,8.15,13.79,3.02,1.13,3.92,0.05,0.67,0.88,1.97,0.22,417.02,1.57,0.03,1.41,5.13,251.92,55.99,0.01,25.81,4.3,0.5,0.42,7.95,0.09,0.025,0.96,0.12,0.61,0.29,38.82,0.72,3.31,34.16,0,0,0
6341.541,7527.155,982.0,0.005,2.55,6.06,148.05,0.32,0.05,0.43,0.12,9.37,7.67,27.36,2.17,2.42,5.44,0.05,0.76,0.47,4.61,0.67,541.62,2.69,0.6,1.62,4.26,269.61,30.77,0.03,10.05,4.66,0.5,0.64,103.3,0.11,0.025,0.92,0.16,0.25,0.27,45.95,0.55,5.2,21.28,0,0,0
6336.118,7526.399,980.0,0.0025,4.45,6.06,177.14,0.48,0.05,1.28,0.17,18.1,9.8,23.62,2.5,2.74,10.26,0.07,1.1,0.77,7.12,0.88,863.32,1.69,1.3,3.02,5.66,566.64,42.67,0.01,5.85,7.13,0.5,0.58,134.28,0.19,0.025,1.76,0.22,0.4,0.62,70.65,0.98,7.15,39.07,0,0,0
6287.057,7483.666,1003.0,0.06,3.07,21.41,209.2,0.59,0.005,2.03,0.18,12.1,5.61,17.43,4.94,1.34,8.31,0.06,0.96,1.12,4.9,0.29,555.07,0.81,0.03,1.85,3.62,296.24,84.29,0.01,23.27,5.22,0.5,0.54,28.64,0.12,0.025,1.14,0.17,0.75,0.31,80.43,2.78,5.18,28.03,0,0,0
5280.749,7050.734,924.0,0.0025,5.75,6.15,243.82,0.85,0.08,0.15,0.11,30.55,1.38,5.32,2.02,0.77,13.59,0.06,2.2,1.48,14.69,0.11,391.08,0.55,2.47,7.35,0.89,59.39,79.34,0.01,1.42,2.45,0.5,3.35,81.13,0.84,0.108,18.53,0.03,0.55,4.92,8.01,0.41,13.36,62.06,0,0,1
5276.797,7056.298,920.0,0.0025,5.59,1.29,165.35,0.94,0.15,0.59,0.26,39.58,1.0,4.31,1.85,0.61,11.42,0.07,2.13,1.16,22.04,0.08,538.71,0.5,3.07,6.06,0.67,73.81,52.88,0.01,1.4,2.26,0.5,2.62,95.19,0.8,0.051,16.88,0.04,0.34,5.01,3.66,0.4,16.88,55.08,0,0,1
5424.413,6358.067,1317.0,0.073,1.26,29.06,45.52,0.19,0.51,0.54,0.01,4.26,1.75,18.09,1.36,5.82,6.54,0.09,0.49,0.23,2.06,0.11,152.23,17.43,0.1,0.95,1.33,259.8,15.74,0.09,3.36,4.38,0.5,0.93,20.52,0.06,0.546,0.62,0.09,0.15,1.01,51.74,0.56,2.65,12.14,0,0,1
5423.357,6357.37,1317.0,0.05,0.93,5.26,31.11,0.15,0.56,0.67,0.01,3.26,0.84,17.12,0.91,5.42,8.3,0.025,0.21,0.09,1.94,0.05,162.58,23.37,0.01,0.51,1.38,162.07,6.03,0.1,3.98,2.68,0.5,0.98,15.7,0.025,0.336,0.26,0.05,0.06,0.2,36.93,0.36,2.48,5.08,0,0,1
5422.146,6356.866,1317.0,0.014,7.2,4.99,503.49,1.06,0.4,2.95,0.05,32.03,4.89,46.01,6.16,5.82,20.29,0.16,1.37,1.8,15.42,0.98,617.89,14.57,1.68,6.51,8.93,956.22,97.92,0.47,3.13,20.95,0.5,1.55,172.67,0.43,0.194,3.02,0.49,0.96,0.7,145.47,2.0,12.28,79.32,0,0,1
5420.998,6356.61,1317.0,0.135,1.89,12.96,150.23,0.12,5.02,0.8,0.05,7.76,0.69,15.72,2.47,9.94,8.4,0.13,1.13,1.39,4.11,0.02,154.19,113.51,0.13,3.09,1.09,389.14,110.17,0.77,7.59,9.23,0.5,1.31,53.28,0.21,2.189,1.36,0.23,0.95,0.58,61.12,0.65,3.2,93.76,1,0,1
5419.722,6356.106,1317.0,0.012,6.78,7.59,871.83,1.12,0.48,2.54,0.05,30.59,12.41,51.59,10.25,5.61,17.4,0.14,1.3,1.96,12.72,0.98,531.62,13.37,1.48,6.28,13.27,854.09,101.5,1.09,2.02,18.59,0.5,0.96,191.63,0.39,0.221,2.58,0.49,1.1,0.55,148.34,1.42,11.84,43.9,0,0,1
5418.365,6355.573,1317.0,0.005,8.97,3.45,636.31,0.96,0.19,2.91,0.05,29.99,8.25,58.4,9.64,4.6,19.43,0.17,1.02,1.84,13.57,1.31,781.82,4.95,1.47,5.73,9.01,916.09,105.16,0.32,1.92,19.69,1.09,0.96,176.33,0.4,0.103,2.32,0.5,1.0,0.54,151.9,1.55,12.66,36.62,0,1,1
5416.947,6354.975,1317.0,0.035,4.91,124.81,329.1,0.64,1.28,1.53,0.05,17.34,3.95,32.62,5.94,8.52,15.7,0.14,1.97,1.19,9.2,0.53,328.73,34.84,0.75,4.34,4.66,764.44,75.64,0.29,3.97,13.79,1.0,1.13,102.94,0.26,0.938,3.02,0.34,0.66,0.79,110.27,1.08,9.69,143.25,0,1,1
5415.843,6354.501,1317.0,0.019,6.06,4.73,268.71,0.61,0.61,1.61,0.01,28.29,4.36,50.78,6.28,6.43,15.05,0.15,2.13,2.58,11.72,0.62,400.5,19.08,0.95,4.4,4.36,702.58,152.72,0.33,3.38,18.72,0.5,1.42,106.45,0.31,0.374,3.17,0.46,1.33,1.03,116.53,1.0,11.91,89.29,0,0,1
5414.701,6353.784,1317.0,0.0025,9.67,2.86,534.36,1.16,0.12,4.18,0.05,31.01,12.77,62.32,17.57,6.03,22.07,0.16,0.83,2.88,13.33,2.29,925.36,2.83,1.63,8.46,15.62,993.9,115.65,0.22,1.53,21.3,1.0,0.85,204.41,0.49,0.06,2.22,0.7,1.81,0.54,184.37,1.72,12.99,30.68,0,1,1
5413.353,6353.14,1317.0,0.014,2.41,25.53,57.46,0.22,0.72,1.17,0.05,13.17,8.48,22.34,3.67,5.54,11.42,0.09,0.79,0.53,5.99,0.27,429.25,33.82,0.06,1.99,4.19,205.24,39.45,0.51,5.42,10.06,0.5,1.47,45.26,0.13,0.352,1.2,0.16,0.36,0.72,60.38,0.72,4.56,46.08,0,0,1
5412.298,6352.81,1317.0,0.0025,9.89,2.98,558.85,1.35,0.05,4.54,0.05,21.76,6.99,65.41,21.41,4.49,28.72,0.14,1.18,2.65,11.03,1.93,976.7,1.37,2.16,7.51,17.11,1134.54,82.99,0.05,1.35,25.1,1.0,0.85,250.87,0.5,0.025,1.81,0.75,1.77,0.51,208.83,1.84,10.93,40.47,0,1,0
5411.491,6352.539,1317.0,0.0025,9.44,5.54,910.11,1.24,0.1,3.62,0.05,24.31,11.17,60.79,16.02,4.91,23.7,0.16,0.93,2.68,10.6,1.54,751.9,3.98,1.57,6.59,15.27,985.86,102.57,0.18,2.11,22.81,0.5,1.11,161.3,0.48,0.051,1.83,0.62,1.53,0.49,204.0,1.57,10.26,36.81,0,0,1
5410.541,6352.091,1317.0,0.0025,9.35,11.23,481.27,0.78,0.24,2.06,0.09,28.32,46.01,62.49,11.65,4.93,21.53,0.14,0.95,1.82,13.13,1.03,835.28,1.88,0.56,5.13,33.25,830.27,103.73,0.03,3.69,22.64,0.5,2.09,113.36,0.36,0.085,2.32,0.59,0.9,0.68,181.04,1.67,15.35,38.4,0,0,1
5409.71,6351.854,1317.0,0.005,4.43,11.77,137.84,0.49,0.39,1.86,0.05,22.48,8.52,37.17,3.89,6.97,14.57,0.11,1.4,0.81,11.7,0.56,728.05,15.83,0.18,2.64,7.85,612.9,60.51,0.06,4.29,12.32,1.0,1.86,63.38,0.19,0.14,1.97,0.26,0.51,1.03,89.43,1.11,11.45,88.75,0,1,1
5382.0,6412.0,1267.0,0.0025,5.33,9.77,180.27,0.56,0.1,1.45,0.15,30.49,17.11,16.41,8.42,3.5,12.09,0.13,1.09,1.18,13.15,0.82,625.99,1.98,0.61,3.15,6.27,507.91,80.07,0.25,6.04,12.59,0.5,2.38,89.47,0.2,0.025,2.62,0.23,0.65,0.64,147.38,1.17,21.01,47.72,0,0,0
5382.0,6414.0,1268.0,0.005,7.5,6.26,353.62,1.09,0.06,2.01,0.05,39.7,17.61,16.83,27.38,4.02,16.48,0.13,1.19,2.71,17.49,0.97,706.85,0.33,1.03,5.4,6.43,803.59,146.37,0.3,3.32,15.12,0.5,1.28,122.46,0.34,0.025,4.6,0.47,1.54,0.72,171.18,2.32,18.0,51.84,0,0,0
5258.0,6370.0,1252.0,0.0025,8.7,5.13,392.93,0.77,0.21,4.16,0.09,37.11,10.68,32.68,8.94,4.11,20.4,0.17,1.57,1.81,18.47,1.75,793.49,1.29,1.1,5.99,7.07,763.66,125.24,0.44,3.17,17.6,0.5,2.53,180.72,0.43,0.076,4.56,0.47,1.29,0.95,136.72,3.98,16.36,50.22,0,0,1
5146.0,6408.0,1210.0,0.008,5.23,2.9,824.37,1.7,0.16,2.1,0.41,38.57,1.3,10.62,6.47,1.49,19.12,0.14,2.61,2.47,22.39,0.09,263.0,3.65,0.75,7.31,0.86,95.97,117.61,0.17,2.36,9.2,0.5,2.45,166.02,0.6,0.025,10.27,0.08,1.02,2.68,4.89,0.54,24.67,70.05,0,0,0
5427.85,6359.209,1317.0,0.0025,8.45,5.07,670.43,1.06,0.05,3.28,0.35,34.2,9.84,20.17,14.7,3.67,18.0,0.16,1.3,2.25,18.65,1.08,1119.05,1.02,1.36,6.81,5.37,955.26,107.19,0.27,2.26,16.39,0.5,1.18,174.32,0.46,0.025,3.85,0.52,1.14,0.73,126.61,1.67,14.18,42.8,0,0,0
5427.199,6358.933,1317.0,0.005,9.27,4.49,251.06,1.12,0.16,4.74,0.08,34.0,23.95,51.61,8.85,5.74,23.46,0.18,1.39,1.46,15.08,1.77,1619.15,0.44,1.58,6.57,10.42,1044.12,89.28,0.36,3.36,22.22,0.5,1.13,309.79,0.44,0.025,2.93,0.62,0.93,0.76,168.48,1.84,18.11,73.03,0,0,0
5426.278,6358.629,1317.0,0.005,8.99,10.91,227.57,0.99,0.12,5.65,0.09,29.25,26.11,65.61,7.25,5.26,19.54,0.15,1.21,1.23,14.75,2.05,1494.86,0.25,1.59,5.73,19.93,1009.62,61.51,0.28,4.41,21.15,0.5,1.29,323.58,0.36,0.064,2.63,0.56,0.99,0.77,169.33,1.64,16.8,35.38,0,0,1
5425.399,6358.291,1317.0,0.0025,7.95,7.04,217.45,0.92,0.07,4.97,0.06,24.65,12.08,70.53,11.76,5.24,21.77,0.15,1.03,1.64,11.91,2.03,1373.87,0.19,1.59,6.71,11.74,896.94,63.68,0.19,3.43,19.6,1.0,1.24,234.48,0.35,0.025,2.12,0.6,1.12,0.66,186.23,1.91,12.56,35.07,0,1,0
5408.565,6351.44,1320.0,0.0025,9.72,3.33,672.7,1.22,0.05,4.69,0.06,38.36,5.25,38.57,12.27,4.69,20.29,0.16,1.17,2.08,16.23,1.65,967.41,0.38,0.98,8.03,9.12,1039.22,99.91,0.03,3.32,22.52,0.5,1.29,161.31,0.47,0.025,3.5,0.58,1.3,0.92,175.35,2.86,18.09,36.22,0,0,0
5407.893,6351.173,1320.0,0.0025,7.51,7.06,505.94,1.0,0.07,4.65,0.48,31.94,7.17,41.55,9.19,4.92,16.75,0.17,1.13,1.96,16.95,1.57,1213.12,0.49,0.89,7.07,11.2,813.59,105.2,0.02,4.14,17.71,0.5,1.46,186.89,0.41,0.025,3.96,0.49,1.12,0.85,142.36,2.49,20.27,43.11,0,0,0
5437.789,6313.731,1305.0,0.039,2.82,7.29,53.73,0.24,0.36,1.47,0.05,12.09,2.29,15.73,1.04,5.59,9.49,0.1,0.73,0.21,4.8,0.34,396.2,0.32,0.06,2.09,2.44,273.91,10.42,0.06,7.47,5.16,0.5,3.47,46.29,0.14,0.235,1.67,0.18,0.11,0.46,58.9,1.3,5.02,17.0,0,0,1
5407.242,6350.894,1320.0,0.0025,7.87,5.68,283.91,1.24,0.05,4.87,0.26,33.68,11.88,37.51,7.46,4.32,21.99,0.15,1.14,1.41,15.27,1.59,1113.48,0.75,1.83,7.89,10.24,895.99,57.44,0.1,3.88,19.17,0.5,1.36,332.45,0.45,0.025,3.75,0.59,0.8,0.88,149.42,1.15,19.31,36.25,0,0,0
5438.19,6285.201,1286.0,0.0025,4.58,25.21,996.01,0.39,0.31,0.91,0.05,31.21,7.51,29.63,3.36,5.36,13.01,0.16,1.22,2.16,15.83,0.77,321.43,12.81,0.6,3.51,3.14,444.15,103.35,1.12,1.89,15.32,0.5,0.69,142.82,0.21,0.025,2.19,0.27,1.04,0.58,89.46,0.5,9.28,51.78,0,0,0
5278.899,6322.572,1312.0,0.013,4.29,66.17,65.9,0.24,0.1,2.94,0.05,17.76,19.17,15.53,1.97,5.72,19.92,0.13,0.86,0.51,9.0,0.71,592.68,2.84,0.05,2.93,6.4,317.47,29.01,0.4,19.45,10.64,0.5,1.8,158.39,0.19,0.298,2.01,0.2,0.31,0.45,58.95,0.32,5.29,33.09,0,0,1
5266.486,6328.552,1308.0,0.01,8.29,7.48,682.89,1.22,0.18,3.5,0.08,26.35,18.0,27.02,11.48,4.09,19.13,0.13,1.48,2.34,13.31,0.95,503.05,2.17,1.91,8.83,8.31,1058.75,87.56,0.73,2.11,19.69,1.07,1.2,322.76,0.47,0.104,2.77,0.58,0.99,0.49,150.33,0.87,14.84,52.3,0,1,1
5265.87,6328.584,1308.0,0.011,4.59,9.47,317.9,0.43,0.33,2.44,0.1,24.55,8.95,16.73,4.64,3.96,14.19,0.15,1.58,1.62,12.46,0.42,500.44,7.28,0.66,4.52,2.92,483.38,97.1,0.25,5.67,13.34,0.5,1.54,141.29,0.26,0.182,2.58,0.31,0.71,0.94,102.68,0.64,9.83,59.91,0,0,1
5163.129,6312.125,1302.0,0.0025,3.44,2.95,62.13,0.38,0.13,3.48,0.19,12.83,4.73,20.61,0.95,2.85,12.38,0.09,0.6,0.27,5.8,0.38,637.06,0.58,0.18,2.42,6.44,201.58,11.04,0.02,3.07,5.48,0.5,2.09,440.9,0.14,0.025,1.39,0.16,0.13,0.54,75.27,0.21,5.36,32.33,0,0,0
5123.258,6357.067,1291.0,0.0025,7.6,6.73,258.64,0.69,0.16,4.11,0.05,32.0,17.54,50.54,7.06,5.17,19.71,0.13,1.29,1.33,15.28,1.32,1159.58,1.57,1.38,5.25,15.35,920.24,57.48,0.35,3.03,18.37,0.5,1.59,203.01,0.3,0.121,2.39,0.49,0.7,0.7,139.01,0.82,16.67,40.77,0,0,1
5098.834,6331.705,1295.0,0.005,7.6,6.21,345.25,0.63,0.67,3.11,0.19,31.92,19.25,20.78,16.2,4.18,16.82,0.14,2.06,2.12,16.68,1.08,527.49,1.55,0.54,5.15,7.85,755.27,107.54,1.24,3.14,16.93,0.5,1.63,147.1,0.33,0.419,4.57,0.43,0.65,0.96,104.85,0.58,19.41,98.1,0,0,1
5097.0,6362.0,1265.0,0.0025,8.96,3.75,474.85,1.0,0.21,3.85,0.05,33.79,10.22,65.83,7.55,4.07,17.56,0.16,1.24,1.88,15.89,1.43,917.65,7.37,1.48,6.56,10.55,990.49,88.66,0.4,2.29,21.01,1.07,1.27,211.16,0.35,0.133,2.2,0.6,0.89,0.63,163.28,1.53,18.0,33.15,0,1,1
5269.0,6292.0,1306.0,0.095,3.91,26.89,384.69,0.28,0.47,0.77,0.01,15.64,15.89,15.38,5.07,6.83,14.04,0.15,1.42,2.77,7.73,0.23,295.01,5.83,0.34,3.55,4.35,464.91,134.54,1.1,9.49,14.85,1.0,1.42,104.07,0.23,0.195,3.11,0.28,1.01,0.8,74.95,0.32,5.62,44.23,0,1,1
5269.0,6263.0,1288.0,0.005,5.5,7.34,186.48,0.31,0.44,1.32,0.05,26.27,26.05,15.58,7.76,6.05,12.37,0.16,1.53,3.27,12.43,0.52,531.24,0.77,0.14,4.04,8.14,473.25,228.27,0.35,4.58,12.72,0.5,2.3,130.25,0.24,0.223,3.33,0.28,1.58,1.01,89.46,0.82,10.38,76.29,0,0,1
5360.0,6440.0,1234.0,0.03,8.92,12.02,424.08,0.41,0.91,8.46,0.07,30.64,10.79,13.49,5.87,9.02,34.77,0.2,0.88,2.57,13.63,0.99,1489.97,4.47,0.14,5.23,3.93,641.88,119.49,0.03,4.49,17.74,0.5,2.58,221.42,0.38,0.806,3.49,0.45,1.78,1.4,146.5,2.35,14.81,20.54,0,0,1
5290.0,6460.0,1204.0,0.146,3.92,48.16,477.97,0.88,0.09,0.02,0.06,9.61,0.4,9.03,10.16,1.49,10.35,0.05,2.16,1.97,4.75,0.17,84.88,3.91,0.05,4.23,0.64,199.9,128.69,0.02,11.61,2.86,0.5,0.96,8.52,0.33,0.025,6.57,0.12,0.77,2.47,18.62,1.65,6.0,76.9,1,0,0
5294.0,6431.0,1219.0,0.14,4.89,48.04,30.98,0.38,1.89,2.7,0.05,9.45,9.3,11.81,1.91,16.66,20.23,0.2,1.19,0.38,4.23,0.29,526.58,18.88,0.01,3.51,1.75,451.52,34.13,0.18,6.72,8.15,1.05,3.7,70.38,0.23,2.092,3.02,0.26,0.26,0.64,114.74,1.05,6.95,41.17,1,1,1
5292.0,6407.0,1250.0,0.037,6.93,8.07,180.69,0.34,0.37,2.63,0.05,22.73,13.11,37.38,3.6,11.06,20.91,0.14,1.3,2.0,12.63,1.0,802.73,1.65,0.08,5.41,11.9,619.66,166.68,0.07,5.39,16.85,1.05,2.29,102.59,0.34,0.651,3.35,0.44,1.29,0.9,162.49,3.9,10.8,29.41,0,1,1
5317.0,6395.0,1250.0,0.011,4.15,10.31,18.51,0.19,0.37,5.41,0.07,21.33,2.5,17.95,1.14,6.85,17.36,0.08,0.63,0.25,13.99,0.17,554.29,3.99,0.02,2.49,1.34,389.95,16.94,0.03,7.13,6.3,1.0,2.91,142.01,0.16,0.312,1.56,0.18,0.19,0.73,103.96,1.0,10.6,14.3,0,1,1
4727.0,6633.0,912.0,0.048,9.94,23.6,993.76,1.14,0.12,3.38,0.07,30.85,15.29,41.92,15.1,5.23,19.29,0.1,1.43,4.14,13.24,0.87,626.79,25.56,1.08,7.43,9.71,1082.27,177.75,1.28,5.01,18.13,0.5,1.59,159.07,0.49,0.462,3.25,0.61,1.87,1.06,131.95,3.35,17.04,52.25,0,0,1
5225.0,6407.0,1231.0,0.008,5.9,6.04,653.54,0.64,0.4,3.05,0.2,29.62,4.37,14.65,7.49,4.46,18.51,0.12,1.28,1.9,14.61,0.34,597.8,2.23,0.82,5.79,3.06,573.14,91.33,0.35,4.06,13.95,1.96,1.8,185.86,0.34,0.272,3.7,0.36,0.89,1.1,137.99,2.14,12.98,54.4,0,1,1
5110.0,6425.0,1190.0,0.066,2.25,21.53,37.26,0.17,1.27,1.09,0.1,13.93,19.7,10.45,2.92,6.36,11.94,0.11,0.55,0.42,6.71,0.68,488.74,11.35,0.12,2.04,2.47,318.45,36.49,3.85,3.07,5.69,4.68,1.28,23.44,0.13,1.617,1.49,0.13,0.38,0.68,134.91,0.55,11.56,15.37,0,1,1
